x,y,fig
0.0184466019417475,1.02402651201326,A
0.0218446601941748,1.02402651201326,A
0.0184466019417475,1.013256006628,A
0.0344660194174757,0.980115990057995,A
0.0446601941747573,0.968516984258492,A
0.0446601941747573,0.951946975973488,A
0.0344660194174757,0.951946975973488,A
0.0543689320388349,0.902236951118476,A
0.0669902912621359,0.935376967688484,A
0.0902912621359223,0.796188898094449,A
0.145631067961165,0.796188898094449,A
0.194174757281553,0.706710853355427,A
0.174757281553398,0.645401822700911,A
0.158252427184466,0.6006628003314,A
0.184466019417476,0.47887323943662,A
0.220388349514563,0.467274233637117,A
0.236893203883495,0.456503728251864,A
0.184466019417476,0.40016570008285,A
0.187864077669903,0.377796188898095,A
0.272330097087379,0.344656172328086,A
0.216990291262136,0.310687655343828,A
0.298543689320388,0.250207125103563,A
0.252912621359223,0.105219552609777,A
0.288834951456311,0.105219552609777,A
0.27621359223301,0.0828500414250211,A
0.298543689320388,0.0381110190555096,A
0.021256038647343,0.980246913580247,B
0.0314009661835749,0.980246913580247,B
0.0410628019323672,0.968724279835391,B
0.027536231884058,0.962962962962963,B
0.0285024154589372,0.957201646090535,B
0.0309178743961352,0.940740740740741,B
0.0444444444444444,0.935802469135803,B
0.0478260869565217,0.930041152263374,B
0.0439613526570048,0.923456790123457,B
0.0898550724637681,0.85761316872428,B
0.161835748792271,0.668312757201646,B
0.161835748792271,0.6559670781893,B
0.17487922705314,0.57283950617284,B
0.246859903381643,0.349794238683128,B
0.269565217391304,0.188477366255144,B
0.279227053140097,0.182716049382716,B
0.292270531400966,0.0716049382716051,B
-0.166481687014425,1,C
60.0998890122087,0.628585494613229,C
120.366259711432,0.43806305843713,C
179.633740288568,0.3359821944516,C
239.900110987791,0.0807247634396814,C
0,1,dong_line
0.01,0.98928135,dong_line
0.02,0.9771254,dong_line
0.03,0.96353215,dong_line
0.04,0.9485016,dong_line
0.05,0.93203375,dong_line
0.06,0.9141286,dong_line
0.07,0.89478615,dong_line
0.08,0.8740064,dong_line
0.09,0.85178935,dong_line
0.1,0.828135,dong_line
0.11,0.80304335,dong_line
0.12,0.7765144,dong_line
0.13,0.74854815,dong_line
0.14,0.7191446,dong_line
0.15,0.68830375,dong_line
0.16,0.6560256,dong_line
0.17,0.62231015,dong_line
0.18,0.5871574,dong_line
0.19,0.55056735,dong_line
0.2,0.51254,dong_line
0.21,0.47307535,dong_line
0.22,0.4321734,dong_line
0.23,0.38983415,dong_line
0.24,0.3460576,dong_line
0.25,0.30084375,dong_line
0.26,0.2541926,dong_line
0.27,0.20610415,dong_line
0.28,0.1565784,dong_line
0.29,0.10561535,dong_line
0.3,0.053215,dong_line
0.31,-0.000622650000000058,dong_line
0.32,-0.0558976000000001,dong_line
0,1,rothkamm_line
1,0.997650850181328,rothkamm_line
2,0.995245166581814,rothkamm_line
3,0.992783385126429,rothkamm_line
4,0.990265951154801,rothkamm_line
5,0.987693319287012,rothkamm_line
6,0.985065953286837,rothkamm_line
7,0.982384325922489,rothkamm_line
8,0.979648918824923,rothkamm_line
9,0.976860222343774,rothkamm_line
10,0.974018735400963,rothkamm_line
11,0.971124965342057,rothkamm_line
12,0.96817942778543,rothkamm_line
13,0.965182646469296,rothkamm_line
14,0.962135153096667,rothkamm_line
15,0.959037487178317,rothkamm_line
16,0.955890195873801,rothkamm_line
17,0.952693833830595,rothkamm_line
18,0.949448963021446,rothkamm_line
19,0.94615615257996,rothkamm_line
20,0.94281597863453,rothkamm_line
21,0.939429024140657,rothkamm_line
22,0.935995878711727,rothkamm_line
23,0.932517138448327,rothkamm_line
24,0.928993405766153,rothkamm_line
25,0.925425289222593,rothkamm_line
26,0.921813403342047,rothkamm_line
27,0.918158368440058,rothkamm_line
28,0.914460810446317,rothkamm_line
29,0.910721360726624,rothkamm_line
30,0.906940655903866,rothkamm_line
31,0.903119337678086,rothkamm_line
32,0.899258052645713,rothkamm_line
33,0.895357452118032,rothkamm_line
34,0.891418191938945,rothkamm_line
35,0.88744093230212,rothkamm_line
36,0.883426337567577,rothkamm_line
37,0.879375076077798,rothkamm_line
38,0.875287819973415,rothkamm_line
39,0.871165245008565,rothkamm_line
40,0.867008030365972,rothkamm_line
41,0.862816858471824,rothkamm_line
42,0.858592414810519,rothkamm_line
43,0.854335387739359,rothkamm_line
44,0.850046468303241,rothkamm_line
45,0.845726350049427,rothkamm_line
46,0.841375728842469,rothkamm_line
47,0.836995302679339,rothkamm_line
48,0.832585771504841,rothkamm_line
49,0.828147837027382,rothkamm_line
50,0.82368220253515,rothkamm_line
51,0.819189572712778,rothkamm_line
52,0.814670653458559,rothkamm_line
53,0.810126151702271,rothkamm_line
54,0.805556775223686,rothkamm_line
55,0.800963232471814,rothkamm_line
56,0.796346232384962,rothkamm_line
57,0.791706484211653,rothkamm_line
58,0.787044697332481,rothkamm_line
59,0.782361581082952,rothkamm_line
60,0.777657844577384,rothkamm_line
61,0.772934196533912,rothkamm_line
62,0.768191345100665,rothkamm_line
63,0.763429997683169,rothkamm_line
64,0.758650860773038,rothkamm_line
65,0.753854639778001,rothkamm_line
66,0.749042038853329,rothkamm_line
67,0.744213760734708,rothkamm_line
68,0.739370506572618,rothkamm_line
69,0.734512975768261,rothkamm_line
70,0.729641865811106,rothkamm_line
71,0.724757872118077,rothkamm_line
72,0.719861687874459,rothkamm_line
73,0.714954003876547,rothkamm_line
74,0.7100355083761,rothkamm_line
75,0.705106886926644,rothkamm_line
76,0.700168822231659,rothkamm_line
77,0.695221993994704,rothkamm_line
78,0.690267078771521,rothkamm_line
79,0.685304749824153,rothkamm_line
80,0.680335676977124,rothkamm_line
81,0.675360526475708,rothkamm_line
82,0.670379960846347,rothkamm_line
83,0.665394638759228,rothkamm_line
84,0.660405214893073,rothkamm_line
85,0.655412339802164,rothkamm_line
86,0.650416659785652,rothkamm_line
87,0.645418816759161,rothkamm_line
88,0.640419448128735,rothkamm_line
89,0.635419186667143,rothkamm_line
90,0.630418660392587,rothkamm_line
91,0.625418492449817,rothkamm_line
92,0.620419300993705,rothkamm_line
93,0.615421699075275,rothkamm_line
94,0.610426294530233,rothkamm_line
95,0.60543368987001,rothkamm_line
96,0.600444482175334,rothkamm_line
97,0.595459262992363,rothkamm_line
98,0.590478618231379,rothkamm_line
99,0.585503128068082,rothkamm_line
100,0.580533366847471,rothkamm_line
101,0.575569902990357,rothkamm_line
102,0.570613298902497,rothkamm_line
103,0.565664110886369,rothkamm_line
104,0.560722889055602,rothkamm_line
105,0.555790177252062,rothkamm_line
106,0.550866512965613,rothkamm_line
107,0.545952427256545,rothkamm_line
108,0.541048444680687,rothkamm_line
109,0.536155083217201,rothkamm_line
110,0.531272854199066,rothkamm_line
111,0.526402262246251,rothkamm_line
112,0.521543805201575,rothkamm_line
113,0.516697974069257,rothkamm_line
114,0.511865252956154,rothkamm_line
115,0.507046119015684,rothkamm_line
116,0.502241042394423,rothkamm_line
117,0.497450486181388,rothkamm_line
118,0.492674906359977,rothkamm_line
119,0.487914751762579,rothkamm_line
120,0.483170464027834,rothkamm_line
121,0.478442477560529,rothkamm_line
122,0.473731219494141,rothkamm_line
123,0.469037109655992,rothkamm_line
124,0.464360560535007,rothkamm_line
125,0.45970197725208,rothkamm_line
126,0.455061757533012,rothkamm_line
127,0.450440291684008,rothkamm_line
128,0.445837962569738,rothkamm_line
129,0.441255145593908,rothkamm_line
130,0.436692208682359,rothkamm_line
131,0.43214951226865,rothkamm_line
132,0.427627409282115,rothkamm_line
133,0.423126245138369,rothkamm_line
134,0.418646357732249,rothkamm_line
135,0.414188077433151,rothkamm_line
136,0.409751727082761,rothkamm_line
137,0.405337621995137,rothkamm_line
138,0.400946069959123,rothkamm_line
139,0.396577371243076,rothkamm_line
140,0.392231818601869,rothkamm_line
141,0.387909697286149,rothkamm_line
142,0.38361128505382,rothkamm_line
143,0.37933685218372,rothkamm_line
144,0.375086661491474,rothkamm_line
145,0.370860968347469,rothkamm_line
146,0.366660020696952,rothkamm_line
147,0.362484059082196,rothkamm_line
148,0.358333316666707,rothkamm_line
149,0.35420801926145,rothkamm_line
150,0.350108385353052,rothkamm_line
151,0.346034626133946,rothkamm_line
152,0.341986945534437,rothkamm_line
153,0.33796554025664,rothkamm_line
154,0.333970599810261,rothkamm_line
155,0.330002306550192,rothkamm_line
156,0.32606083571588,rothkamm_line
157,0.322146355472426,rothkamm_line
158,0.318259026953395,rothkamm_line
159,0.314399004305292,rothkamm_line
160,0.310566434733662,rothkamm_line
161,0.306761458550785,rothkamm_line
162,0.302984209224929,rothkamm_line
163,0.299234813431121,rothkamm_line
164,0.295513391103395,rothkamm_line
165,0.291820055488487,rothkamm_line
166,0.288154913200937,rothkamm_line
167,0.284518064279551,rothkamm_line
168,0.280909602245205,rothkamm_line
169,0.277329614159925,rothkamm_line
170,0.273778180687233,rothkamm_line
171,0.270255376153701,rothkamm_line
172,0.266761268611683,rothkamm_line
173,0.263295919903184,rothkamm_line
174,0.25985938572483,rothkamm_line
175,0.256451715693901,rothkamm_line
176,0.25307295341538,rothkamm_line
177,0.249723136549993,rothkamm_line
178,0.246402296883197,rothkamm_line
179,0.243110460395065,rothkamm_line
180,0.239847647331059,rothkamm_line
181,0.236613872273617,rothkamm_line
182,0.23340914421455,rothkamm_line
183,0.230233466628185,rothkamm_line
184,0.227086837545234,rothkamm_line
185,0.223969249627345,rothkamm_line
186,0.220880690242296,rothkamm_line
187,0.217821141539801,rothkamm_line
188,0.214790580527886,rothkamm_line
189,0.211788979149802,rothkamm_line
190,0.208816304361437,rothkamm_line
191,0.205872518209196,rothkamm_line
192,0.202957577908304,rothkamm_line
193,0.20007143592151,rothkamm_line
194,0.197214040038143,rothkamm_line
195,0.194385333453495,rothkamm_line
196,0.191585254848502,rothkamm_line
197,0.188813738469667,rothkamm_line
198,0.186070714209219,rothkamm_line
199,0.183356107685458,rothkamm_line
200,0.180669840323256,rothkamm_line
201,0.178011829434689,rothkamm_line
202,0.175381988299755,rothkamm_line
203,0.172780226247161,rothkamm_line
204,0.170206448735141,rothkamm_line
205,0.167660557432272,rothkamm_line
206,0.165142450298262,rothkamm_line
207,0.162652021664685,rothkamm_line
208,0.160189162315616,rothkamm_line
209,0.157753759568168,rothkamm_line
210,0.155345697352863,rothkamm_line
211,0.152964856293852,rothkamm_line
212,0.150611113788922,rothkamm_line
213,0.148284344089282,rothkamm_line
214,0.145984418379096,rothkamm_line
215,0.143711204854742,rothkamm_line
216,0.141464568803762,rothkamm_line
217,0.139244372683491,rothkamm_line
218,0.137050476199327,rothkamm_line
219,0.134882736382637,rothkamm_line
220,0.132741007668256,rothkamm_line
221,0.130625141971565,rothkamm_line
222,0.128534988765135,rothkamm_line
223,0.1264703951549,rothkamm_line
224,0.124431205955846,rothkamm_line
225,0.122417263767198,rothkamm_line
226,0.120428409047082,rothkamm_line
227,0.118464480186636,rothkamm_line
228,0.116525313583568,rothkamm_line
229,0.11461074371513,rothkamm_line
230,0.112720603210488,rothkamm_line
231,0.110854722922482,rothkamm_line
232,0.109012931998756,rothkamm_line
233,0.107195057952231,rothkamm_line
234,0.105400926730926,rothkamm_line
235,0.103630362787089,rothkamm_line
236,0.101883189145647,rothkamm_line
237,0.100159227471939,rothkamm_line
238,0.0984582981387364,rothkamm_line
239,0.0967802202925285,rothkamm_line
240,0.0951248119190632,rothkamm_line
241,0.0934918899081316,rothkamm_line
242,0.0918812701175855,rothkamm_line
243,0.0902927674365765,rothkamm_line
244,0.0887261958480075,rothkamm_line
245,0.0871813684901861,rothkamm_line
246,0.0856580977176708,rothkamm_line
247,0.084156195161303,rothkamm_line
248,0.0826754717874143,rothkamm_line
249,0.081215737956204,rothkamm_line
250,0.0797768034792778,rothkamm_line
251,0.0783584776763417,rothkamm_line
252,0.0769605694310464,rothkamm_line
253,0.0755828872459735,rothkamm_line
254,0.0742252392967617,rothkamm_line
255,0.072887433485366,rothkamm_line
256,0.0715692774924467,rothkamm_line
257,0.0702705788288842,rothkamm_line
258,0.0689911448864156,rothkamm_line
259,0.0677307829873919,rothkamm_line
260,0.0664893004336515,rothkamm_line
261,0.0652665045545084,rothkamm_line
262,0.0640622027538549,rothkamm_line
263,0.0628762025563755,rothkamm_line
264,0.0617083116528722,rothkamm_line
265,0.060558337944702,rothkamm_line
266,0.0594260895873236,rothkamm_line
267,0.0583113750329565,rothkamm_line
268,0.0572140030723523,rothkamm_line
269,0.0561337828756788,rothkamm_line
270,0.0550705240325189,rothkamm_line
271,0.054024036590986,rothkamm_line
272,0.0529941310959585,rothkamm_line
273,0.051980618626435,rothkamm_line
274,0.0509833108320141,rothkamm_line
275,0.0500020199685012,rothkamm_line
276,0.0490365589326461,rothkamm_line
277,0.0480867412960156,rothkamm_line
278,0.0471523813380043,rothkamm_line
279,0.0462332940779887,rothkamm_line
280,0.0453292953066293,rothkamm_line
281,0.0444402016163252,rothkamm_line
282,0.0435658304308267,rothkamm_line
283,0.0427060000340117,rothkamm_line
284,0.041860529597831,rothkamm_line
285,0.0410292392094291,rothkamm_line
286,0.040211949897446,rothkamm_line
287,0.0394084836575078,rothkamm_line
288,0.038618663476911,rothkamm_line
289,0.0378423133585087,rothkamm_line
290,0.0370792583438058,rothkamm_line
291,0.0363293245352695,rothkamm_line
292,0.0355923391178634,rothkamm_line
293,0.0348681303798133,rothkamm_line
294,0.034156527732611,rothkamm_line
295,0.0334573617302662,rothkamm_line
296,0.0327704640878124,rothkamm_line
297,0.0320956676990777,rothkamm_line
298,0.0314328066537263,rothkamm_line
299,0.0307817162535821,rothkamm_line
300,0.0301422330282402,rothkamm_line
